,N1,N2,N3,N4,N5,E1,E2,Winner,Winning Serie,Gain
6006,20.0,33.0,12.0,18.0,9.0,8.0,6.0,0.0,0.0,0.0
6007,50.0,30.0,45.0,22.0,5.0,7.0,5.0,0.0,0.0,0.0
6008,27.0,4.0,48.0,40.0,1.0,2.0,1.0,0.0,0.0,0.0
6009,38.0,41.0,14.0,16.0,48.0,10.0,5.0,0.0,0.0,0.0
6010,19.0,22.0,29.0,43.0,23.0,4.0,8.0,0.0,0.0,0.0
6011,33.0,28.0,16.0,39.0,1.0,8.0,2.0,0.0,0.0,0.0
6012,48.0,38.0,2.0,45.0,36.0,11.0,7.0,0.0,0.0,0.0
6013,20.0,30.0,6.0,48.0,34.0,6.0,9.0,0.0,0.0,0.0
6014,42.0,24.0,38.0,45.0,48.0,3.0,7.0,0.0,0.0,0.0
6015,40.0,4.0,8.0,26.0,21.0,11.0,8.0,0.0,0.0,0.0
6016,42.0,49.0,28.0,15.0,38.0,10.0,3.0,0.0,0.0,0.0
6017,38.0,48.0,41.0,7.0,20.0,6.0,4.0,0.0,0.0,0.0
6018,30.0,10.0,42.0,47.0,21.0,8.0,1.0,0.0,0.0,0.0
6019,17.0,38.0,24.0,43.0,16.0,12.0,10.0,0.0,0.0,0.0
6020,49.0,34.0,27.0,47.0,23.0,5.0,12.0,0.0,0.0,0.0
6021,28.0,30.0,6.0,44.0,32.0,10.0,4.0,0.0,0.0,0.0
6022,41.0,25.0,17.0,32.0,11.0,12.0,10.0,0.0,0.0,0.0
6023,16.0,34.0,39.0,38.0,14.0,3.0,7.0,0.0,0.0,0.0
6024,7.0,29.0,5.0,40.0,3.0,1.0,4.0,0.0,0.0,0.0
6025,18.0,48.0,42.0,2.0,40.0,2.0,10.0,0.0,0.0,0.0
6026,2.0,6.0,31.0,28.0,34.0,6.0,5.0,0.0,0.0,0.0
6027,43.0,26.0,19.0,48.0,38.0,1.0,12.0,0.0,0.0,0.0
6028,17.0,35.0,15.0,31.0,34.0,3.0,4.0,0.0,0.0,0.0
6029,34.0,9.0,7.0,42.0,39.0,1.0,8.0,0.0,0.0,0.0
6030,49.0,20.0,6.0,21.0,10.0,3.0,4.0,0.0,0.0,0.0
6031,6.0,47.0,1.0,39.0,42.0,1.0,8.0,0.0,0.0,0.0
6032,14.0,20.0,9.0,38.0,18.0,12.0,7.0,0.0,0.0,0.0
6033,39.0,5.0,19.0,41.0,50.0,1.0,11.0,0.0,0.0,0.0
6034,2.0,44.0,25.0,6.0,5.0,6.0,2.0,0.0,0.0,0.0
6035,9.0,26.0,29.0,42.0,6.0,11.0,12.0,0.0,0.0,0.0
6036,18.0,46.0,1.0,14.0,9.0,6.0,9.0,0.0,0.0,0.0
6037,42.0,16.0,33.0,50.0,27.0,2.0,6.0,0.0,0.0,0.0
6038,35.0,18.0,6.0,7.0,44.0,4.0,7.0,0.0,0.0,0.0
6039,1.0,35.0,39.0,22.0,14.0,5.0,8.0,0.0,0.0,0.0
6040,37.0,49.0,36.0,32.0,3.0,9.0,11.0,0.0,0.0,0.0
6041,19.0,23.0,38.0,35.0,9.0,4.0,7.0,0.0,0.0,0.0
6042,50.0,42.0,9.0,39.0,35.0,4.0,2.0,0.0,0.0,0.0
6043,26.0,38.0,28.0,43.0,3.0,10.0,8.0,0.0,0.0,0.0
6044,37.0,21.0,26.0,40.0,43.0,9.0,11.0,0.0,0.0,0.0
6045,3.0,6.0,2.0,37.0,45.0,2.0,3.0,0.0,0.0,0.0
6046,14.0,23.0,11.0,12.0,2.0,2.0,9.0,0.0,0.0,0.0
6047,9.0,40.0,23.0,50.0,20.0,6.0,2.0,0.0,0.0,0.0
6048,2.0,31.0,25.0,7.0,33.0,1.0,10.0,0.0,0.0,0.0
6049,10.0,20.0,19.0,23.0,45.0,8.0,2.0,0.0,0.0,0.0
6050,46.0,17.0,49.0,3.0,29.0,10.0,7.0,0.0,0.0,0.0
6051,5.0,46.0,33.0,2.0,23.0,12.0,5.0,0.0,0.0,0.0
6052,46.0,43.0,17.0,28.0,36.0,11.0,3.0,0.0,0.0,0.0
6053,20.0,42.0,40.0,31.0,23.0,2.0,6.0,0.0,0.0,0.0
6054,20.0,7.0,16.0,36.0,48.0,5.0,2.0,0.0,0.0,0.0
6055,20.0,44.0,32.0,23.0,6.0,1.0,8.0,0.0,0.0,0.0
6056,29.0,4.0,48.0,11.0,49.0,4.0,1.0,0.0,0.0,0.0
6057,4.0,45.0,20.0,17.0,1.0,11.0,5.0,0.0,0.0,0.0
6058,12.0,40.0,13.0,7.0,34.0,4.0,12.0,0.0,0.0,0.0
6059,19.0,14.0,18.0,7.0,43.0,9.0,1.0,0.0,0.0,0.0
6060,40.0,30.0,44.0,2.0,3.0,1.0,10.0,0.0,0.0,0.0
6061,10.0,8.0,11.0,32.0,30.0,12.0,10.0,0.0,0.0,0.0
6062,22.0,30.0,17.0,27.0,2.0,5.0,9.0,0.0,0.0,0.0
6063,12.0,3.0,11.0,46.0,45.0,3.0,5.0,0.0,0.0,0.0
6064,3.0,23.0,2.0,8.0,45.0,9.0,2.0,0.0,0.0,0.0
6065,13.0,39.0,29.0,23.0,7.0,3.0,4.0,0.0,0.0,0.0
6066,32.0,14.0,47.0,19.0,25.0,7.0,3.0,0.0,0.0,0.0
6067,28.0,40.0,30.0,4.0,1.0,10.0,11.0,0.0,0.0,0.0
6068,38.0,32.0,34.0,24.0,6.0,5.0,9.0,0.0,0.0,0.0
6069,33.0,13.0,8.0,15.0,16.0,11.0,3.0,0.0,0.0,0.0
6070,2.0,13.0,37.0,49.0,26.0,8.0,10.0,0.0,0.0,0.0
6071,2.0,24.0,23.0,44.0,27.0,2.0,8.0,0.0,0.0,0.0
6072,44.0,30.0,3.0,19.0,49.0,4.0,2.0,0.0,0.0,0.0
6073,50.0,33.0,27.0,34.0,40.0,12.0,8.0,0.0,0.0,0.0
6074,32.0,12.0,38.0,33.0,11.0,2.0,11.0,0.0,0.0,0.0
6075,49.0,8.0,37.0,15.0,14.0,2.0,7.0,0.0,0.0,0.0
6076,50.0,31.0,5.0,36.0,3.0,10.0,4.0,0.0,0.0,0.0
6077,29.0,15.0,21.0,14.0,17.0,6.0,9.0,0.0,0.0,0.0
6078,3.0,50.0,19.0,35.0,20.0,11.0,1.0,0.0,0.0,0.0
6079,28.0,36.0,31.0,39.0,41.0,2.0,9.0,0.0,0.0,0.0
6080,15.0,48.0,47.0,28.0,39.0,5.0,8.0,0.0,0.0,0.0
6081,50.0,17.0,27.0,42.0,7.0,11.0,6.0,0.0,0.0,0.0
6082,1.0,28.0,30.0,42.0,12.0,2.0,11.0,0.0,0.0,0.0
6083,39.0,16.0,3.0,14.0,37.0,1.0,2.0,0.0,0.0,0.0
6084,29.0,24.0,6.0,32.0,43.0,11.0,8.0,0.0,0.0,0.0
6085,3.0,41.0,44.0,28.0,1.0,1.0,6.0,0.0,0.0,0.0
6086,33.0,15.0,5.0,10.0,28.0,10.0,3.0,0.0,0.0,0.0
6087,33.0,39.0,7.0,22.0,1.0,5.0,2.0,0.0,0.0,0.0
6088,4.0,24.0,11.0,31.0,10.0,1.0,10.0,0.0,0.0,0.0
6089,1.0,30.0,14.0,23.0,7.0,9.0,6.0,0.0,0.0,0.0
6090,43.0,1.0,19.0,25.0,10.0,10.0,5.0,0.0,0.0,0.0
6091,15.0,14.0,3.0,13.0,29.0,5.0,10.0,0.0,0.0,0.0
6092,43.0,50.0,41.0,32.0,7.0,5.0,1.0,0.0,0.0,0.0
6093,18.0,25.0,10.0,46.0,47.0,9.0,7.0,0.0,0.0,0.0
6094,30.0,10.0,11.0,2.0,12.0,12.0,2.0,0.0,0.0,0.0
6095,6.0,8.0,48.0,14.0,20.0,2.0,3.0,0.0,0.0,0.0
6096,15.0,36.0,25.0,34.0,33.0,1.0,11.0,0.0,0.0,0.0
6097,18.0,31.0,4.0,20.0,45.0,6.0,10.0,0.0,0.0,0.0
6098,17.0,46.0,33.0,19.0,42.0,1.0,11.0,0.0,0.0,0.0
6099,41.0,12.0,37.0,11.0,43.0,3.0,1.0,0.0,0.0,0.0
6100,10.0,11.0,26.0,25.0,6.0,11.0,5.0,0.0,0.0,0.0
6101,31.0,41.0,8.0,19.0,6.0,5.0,11.0,0.0,0.0,0.0
6102,43.0,28.0,18.0,46.0,49.0,8.0,12.0,0.0,0.0,0.0
6103,28.0,42.0,41.0,20.0,22.0,9.0,10.0,0.0,0.0,0.0
6104,18.0,6.0,13.0,40.0,17.0,9.0,2.0,0.0,0.0,0.0
6105,15.0,35.0,29.0,14.0,46.0,2.0,4.0,0.0,0.0,0.0
6106,29.0,12.0,31.0,21.0,7.0,12.0,10.0,0.0,0.0,0.0
6107,46.0,40.0,28.0,6.0,1.0,4.0,3.0,0.0,0.0,0.0
6108,22.0,12.0,11.0,9.0,28.0,9.0,8.0,0.0,0.0,0.0
6109,15.0,10.0,44.0,13.0,3.0,5.0,3.0,0.0,0.0,0.0
6110,12.0,6.0,2.0,50.0,10.0,9.0,12.0,0.0,0.0,0.0
6111,26.0,34.0,17.0,30.0,25.0,12.0,5.0,0.0,0.0,0.0
6112,23.0,20.0,13.0,21.0,26.0,6.0,2.0,0.0,0.0,0.0
6113,50.0,22.0,12.0,28.0,19.0,4.0,2.0,0.0,0.0,0.0
6114,40.0,19.0,5.0,42.0,13.0,4.0,12.0,0.0,0.0,0.0
6115,29.0,28.0,22.0,7.0,25.0,7.0,8.0,0.0,0.0,0.0
6116,7.0,27.0,24.0,23.0,34.0,5.0,11.0,0.0,0.0,0.0
6117,48.0,30.0,2.0,32.0,41.0,2.0,8.0,0.0,0.0,0.0
6118,31.0,41.0,24.0,50.0,18.0,8.0,1.0,0.0,0.0,0.0
6119,2.0,13.0,9.0,7.0,1.0,10.0,5.0,0.0,0.0,0.0
6120,31.0,12.0,36.0,25.0,3.0,6.0,1.0,0.0,0.0,0.0
6121,25.0,40.0,13.0,27.0,15.0,7.0,2.0,0.0,0.0,0.0
6122,37.0,15.0,32.0,48.0,34.0,8.0,2.0,0.0,0.0,0.0
6123,35.0,11.0,39.0,17.0,27.0,5.0,6.0,0.0,0.0,0.0
6124,12.0,50.0,43.0,27.0,38.0,5.0,4.0,0.0,0.0,0.0
6125,35.0,24.0,28.0,17.0,39.0,9.0,8.0,0.0,0.0,0.0
6126,43.0,41.0,19.0,27.0,23.0,10.0,6.0,0.0,0.0,0.0
6127,43.0,8.0,39.0,42.0,49.0,4.0,7.0,0.0,0.0,0.0
6128,3.0,18.0,47.0,50.0,29.0,1.0,7.0,0.0,0.0,0.0
6129,9.0,24.0,50.0,42.0,28.0,5.0,3.0,0.0,0.0,0.0
6130,45.0,20.0,17.0,36.0,18.0,4.0,10.0,0.0,0.0,0.0
6131,22.0,24.0,1.0,37.0,5.0,8.0,5.0,0.0,0.0,0.0
6132,33.0,28.0,19.0,38.0,41.0,8.0,1.0,0.0,0.0,0.0
6133,11.0,35.0,22.0,19.0,31.0,12.0,2.0,0.0,0.0,0.0
6134,25.0,41.0,33.0,13.0,28.0,10.0,5.0,0.0,0.0,0.0
6135,40.0,50.0,3.0,32.0,22.0,3.0,1.0,0.0,0.0,0.0
6136,25.0,8.0,47.0,7.0,2.0,10.0,11.0,0.0,0.0,0.0
6137,40.0,15.0,9.0,10.0,3.0,1.0,10.0,0.0,0.0,0.0
6138,28.0,43.0,41.0,44.0,21.0,10.0,9.0,0.0,0.0,0.0
6139,17.0,16.0,12.0,41.0,23.0,8.0,9.0,0.0,0.0,0.0
6140,4.0,24.0,13.0,7.0,14.0,9.0,3.0,0.0,0.0,0.0
6141,31.0,37.0,25.0,1.0,36.0,9.0,4.0,0.0,0.0,0.0
6142,41.0,19.0,50.0,47.0,32.0,8.0,3.0,0.0,0.0,0.0
6143,38.0,2.0,48.0,4.0,10.0,11.0,2.0,0.0,0.0,0.0
6144,16.0,6.0,15.0,22.0,14.0,8.0,7.0,0.0,0.0,0.0
6145,8.0,44.0,13.0,40.0,20.0,9.0,8.0,0.0,0.0,0.0
6146,17.0,45.0,18.0,21.0,23.0,1.0,11.0,0.0,0.0,0.0
6147,1.0,49.0,20.0,21.0,17.0,12.0,3.0,0.0,0.0,0.0
6148,50.0,31.0,6.0,2.0,5.0,12.0,2.0,0.0,0.0,0.0
6149,22.0,40.0,24.0,37.0,41.0,6.0,2.0,0.0,0.0,0.0
6150,41.0,24.0,25.0,28.0,33.0,3.0,1.0,0.0,0.0,0.0
6151,44.0,30.0,21.0,38.0,33.0,5.0,7.0,0.0,0.0,0.0
6152,28.0,3.0,36.0,9.0,25.0,1.0,6.0,0.0,0.0,0.0
6153,29.0,4.0,6.0,26.0,15.0,2.0,5.0,0.0,0.0,0.0
6154,16.0,5.0,12.0,36.0,25.0,11.0,2.0,0.0,0.0,0.0
6155,37.0,31.0,18.0,42.0,36.0,9.0,2.0,0.0,0.0,0.0
6156,14.0,6.0,37.0,38.0,17.0,1.0,7.0,0.0,0.0,0.0
6157,4.0,2.0,44.0,18.0,29.0,1.0,4.0,0.0,0.0,0.0
6158,36.0,9.0,11.0,32.0,43.0,6.0,10.0,0.0,0.0,0.0
6159,38.0,30.0,46.0,33.0,23.0,8.0,12.0,0.0,0.0,0.0
6160,15.0,23.0,45.0,46.0,7.0,2.0,6.0,0.0,0.0,0.0
6161,40.0,22.0,25.0,50.0,31.0,10.0,1.0,0.0,0.0,0.0
6162,30.0,10.0,39.0,17.0,36.0,10.0,2.0,0.0,0.0,0.0
6163,39.0,19.0,40.0,13.0,35.0,4.0,12.0,0.0,0.0,0.0
6164,33.0,50.0,1.0,43.0,9.0,7.0,5.0,0.0,0.0,0.0
6165,43.0,5.0,14.0,17.0,42.0,7.0,10.0,0.0,0.0,0.0
6166,30.0,19.0,48.0,6.0,29.0,1.0,9.0,0.0,0.0,0.0
6167,31.0,35.0,16.0,47.0,7.0,2.0,11.0,0.0,0.0,0.0
6168,26.0,44.0,41.0,1.0,5.0,3.0,4.0,0.0,0.0,0.0
6169,3.0,20.0,34.0,37.0,10.0,9.0,4.0,0.0,0.0,0.0
6170,37.0,13.0,11.0,46.0,34.0,8.0,9.0,0.0,0.0,0.0
6171,26.0,11.0,37.0,38.0,14.0,11.0,4.0,0.0,0.0,0.0
6172,1.0,6.0,36.0,2.0,46.0,5.0,12.0,0.0,0.0,0.0
6173,22.0,3.0,43.0,47.0,42.0,9.0,2.0,0.0,0.0,0.0
6174,3.0,28.0,26.0,38.0,44.0,1.0,12.0,0.0,0.0,0.0
6175,1.0,5.0,47.0,15.0,28.0,4.0,5.0,0.0,0.0,0.0
6176,33.0,16.0,15.0,35.0,39.0,3.0,7.0,0.0,0.0,0.0
6177,12.0,3.0,44.0,41.0,2.0,5.0,4.0,0.0,0.0,0.0
6178,13.0,38.0,3.0,27.0,22.0,12.0,4.0,0.0,0.0,0.0
6179,7.0,45.0,31.0,32.0,50.0,5.0,7.0,0.0,0.0,0.0
6180,48.0,11.0,14.0,1.0,23.0,7.0,1.0,0.0,0.0,0.0
6181,40.0,11.0,46.0,44.0,47.0,9.0,5.0,0.0,0.0,0.0
6182,33.0,8.0,29.0,19.0,10.0,5.0,3.0,0.0,0.0,0.0
6183,42.0,49.0,33.0,41.0,38.0,2.0,9.0,0.0,0.0,0.0
6184,15.0,20.0,12.0,47.0,49.0,11.0,1.0,0.0,0.0,0.0
6185,32.0,18.0,13.0,47.0,49.0,7.0,5.0,0.0,0.0,0.0
6186,31.0,14.0,50.0,46.0,5.0,1.0,11.0,0.0,0.0,0.0
6187,45.0,47.0,49.0,4.0,37.0,4.0,7.0,0.0,0.0,0.0
6188,14.0,48.0,26.0,36.0,50.0,7.0,5.0,0.0,0.0,0.0
6189,43.0,46.0,30.0,28.0,50.0,6.0,4.0,0.0,0.0,0.0
6190,29.0,37.0,22.0,9.0,26.0,1.0,12.0,0.0,0.0,0.0
6191,17.0,29.0,4.0,40.0,11.0,2.0,5.0,0.0,0.0,0.0
6192,20.0,25.0,16.0,1.0,42.0,7.0,5.0,0.0,0.0,0.0
6193,45.0,6.0,16.0,12.0,27.0,8.0,11.0,0.0,0.0,0.0
6194,3.0,11.0,27.0,50.0,22.0,5.0,11.0,0.0,0.0,0.0
6195,21.0,16.0,17.0,36.0,44.0,5.0,3.0,0.0,0.0,0.0
6196,49.0,2.0,37.0,27.0,10.0,8.0,11.0,0.0,0.0,0.0
6197,42.0,25.0,45.0,33.0,26.0,12.0,2.0,0.0,0.0,0.0
6198,11.0,33.0,4.0,37.0,35.0,4.0,8.0,0.0,0.0,0.0
6199,8.0,32.0,39.0,28.0,35.0,12.0,11.0,0.0,0.0,0.0
6200,35.0,31.0,38.0,50.0,37.0,6.0,11.0,0.0,0.0,0.0
6201,21.0,40.0,14.0,4.0,26.0,8.0,11.0,0.0,0.0,0.0
6202,19.0,35.0,25.0,45.0,28.0,1.0,4.0,0.0,0.0,0.0
6203,38.0,34.0,50.0,46.0,45.0,5.0,12.0,0.0,0.0,0.0
6204,24.0,18.0,50.0,21.0,22.0,1.0,10.0,0.0,0.0,0.0
6205,9.0,20.0,21.0,35.0,40.0,10.0,2.0,0.0,0.0,0.0
6206,20.0,31.0,22.0,6.0,18.0,2.0,4.0,0.0,0.0,0.0
6207,41.0,22.0,21.0,10.0,27.0,9.0,2.0,0.0,0.0,0.0
6208,12.0,22.0,8.0,17.0,40.0,11.0,9.0,0.0,0.0,0.0
6209,14.0,9.0,42.0,29.0,20.0,2.0,7.0,0.0,0.0,0.0
6210,44.0,16.0,5.0,47.0,41.0,3.0,10.0,0.0,0.0,0.0
6211,19.0,27.0,22.0,48.0,33.0,7.0,2.0,0.0,0.0,0.0
6212,37.0,50.0,36.0,38.0,48.0,8.0,1.0,0.0,0.0,0.0
6213,15.0,25.0,11.0,44.0,3.0,6.0,7.0,0.0,0.0,0.0
6214,40.0,20.0,21.0,17.0,5.0,9.0,12.0,0.0,0.0,0.0
6215,34.0,38.0,1.0,40.0,5.0,7.0,11.0,0.0,0.0,0.0
6216,38.0,29.0,21.0,36.0,48.0,10.0,7.0,0.0,0.0,0.0
6217,29.0,37.0,32.0,16.0,21.0,12.0,3.0,0.0,0.0,0.0
6218,31.0,12.0,29.0,26.0,3.0,1.0,2.0,0.0,0.0,0.0
6219,16.0,37.0,29.0,31.0,43.0,2.0,7.0,0.0,0.0,0.0
6220,50.0,44.0,35.0,19.0,11.0,10.0,8.0,0.0,0.0,0.0
6221,35.0,29.0,16.0,4.0,5.0,4.0,2.0,0.0,0.0,0.0
6222,47.0,5.0,17.0,39.0,43.0,8.0,10.0,0.0,0.0,0.0
6223,15.0,24.0,1.0,35.0,48.0,7.0,6.0,0.0,0.0,0.0
6224,42.0,44.0,39.0,33.0,34.0,2.0,10.0,0.0,0.0,0.0
6225,38.0,34.0,4.0,35.0,32.0,11.0,8.0,0.0,0.0,0.0
6226,31.0,13.0,43.0,5.0,50.0,9.0,10.0,0.0,0.0,0.0
6227,17.0,48.0,38.0,7.0,6.0,8.0,6.0,0.0,0.0,0.0
6228,39.0,45.0,13.0,33.0,29.0,12.0,3.0,0.0,0.0,0.0
6229,27.0,29.0,42.0,37.0,25.0,1.0,10.0,0.0,0.0,0.0
6230,2.0,26.0,14.0,32.0,28.0,10.0,9.0,0.0,0.0,0.0
6231,34.0,37.0,47.0,7.0,41.0,11.0,5.0,0.0,0.0,0.0
6232,40.0,46.0,5.0,42.0,13.0,4.0,6.0,0.0,0.0,0.0
6233,2.0,35.0,21.0,41.0,24.0,1.0,8.0,0.0,0.0,0.0
6234,22.0,12.0,42.0,17.0,34.0,6.0,8.0,0.0,0.0,0.0
6235,35.0,38.0,40.0,29.0,41.0,5.0,8.0,0.0,0.0,0.0
6236,8.0,50.0,42.0,20.0,27.0,11.0,7.0,0.0,0.0,0.0
6237,34.0,16.0,31.0,48.0,36.0,4.0,11.0,0.0,0.0,0.0
6238,49.0,13.0,19.0,9.0,17.0,10.0,3.0,0.0,0.0,0.0
6239,22.0,13.0,35.0,34.0,40.0,11.0,10.0,0.0,0.0,0.0
6240,39.0,26.0,13.0,6.0,42.0,5.0,7.0,0.0,0.0,0.0
6241,8.0,26.0,2.0,13.0,41.0,8.0,7.0,0.0,0.0,0.0
6242,35.0,17.0,42.0,7.0,26.0,3.0,8.0,0.0,0.0,0.0
6243,34.0,50.0,41.0,24.0,14.0,4.0,11.0,0.0,0.0,0.0
6244,36.0,20.0,45.0,10.0,16.0,6.0,12.0,0.0,0.0,0.0
6245,10.0,15.0,33.0,21.0,13.0,1.0,7.0,0.0,0.0,0.0
6246,23.0,12.0,34.0,29.0,5.0,10.0,12.0,0.0,0.0,0.0
6247,18.0,38.0,25.0,1.0,15.0,2.0,5.0,0.0,0.0,0.0
6248,38.0,2.0,17.0,25.0,35.0,6.0,3.0,0.0,0.0,0.0
6249,22.0,11.0,27.0,12.0,26.0,2.0,10.0,0.0,0.0,0.0
6250,40.0,48.0,18.0,37.0,43.0,7.0,4.0,0.0,0.0,0.0
6251,37.0,2.0,25.0,46.0,32.0,4.0,10.0,0.0,0.0,0.0
6252,48.0,25.0,38.0,20.0,22.0,12.0,5.0,0.0,0.0,0.0
6253,47.0,19.0,45.0,1.0,10.0,3.0,2.0,0.0,0.0,0.0
6254,39.0,26.0,41.0,34.0,17.0,3.0,4.0,0.0,0.0,0.0
6255,45.0,20.0,31.0,15.0,48.0,11.0,8.0,0.0,0.0,0.0
6256,13.0,17.0,12.0,16.0,48.0,5.0,6.0,0.0,0.0,0.0
6257,32.0,6.0,23.0,49.0,30.0,7.0,10.0,0.0,0.0,0.0
6258,9.0,15.0,48.0,31.0,28.0,6.0,1.0,0.0,0.0,0.0
6259,21.0,45.0,34.0,7.0,42.0,1.0,8.0,0.0,0.0,0.0
6260,12.0,49.0,14.0,32.0,25.0,10.0,11.0,0.0,0.0,0.0
6261,14.0,50.0,41.0,4.0,40.0,10.0,3.0,0.0,0.0,0.0
6262,22.0,39.0,40.0,36.0,2.0,4.0,7.0,0.0,0.0,0.0
6263,24.0,49.0,13.0,45.0,33.0,8.0,10.0,0.0,0.0,0.0
6264,33.0,34.0,23.0,24.0,5.0,9.0,11.0,0.0,0.0,0.0
6265,6.0,3.0,16.0,28.0,49.0,1.0,9.0,0.0,0.0,0.0
6266,15.0,44.0,39.0,27.0,30.0,3.0,9.0,0.0,0.0,0.0
6267,3.0,24.0,15.0,45.0,32.0,1.0,7.0,0.0,0.0,0.0
6268,17.0,32.0,46.0,42.0,22.0,2.0,8.0,0.0,0.0,0.0
6269,37.0,26.0,4.0,36.0,32.0,12.0,2.0,0.0,0.0,0.0
6270,13.0,41.0,28.0,25.0,10.0,6.0,12.0,0.0,0.0,0.0
6271,18.0,46.0,48.0,6.0,2.0,6.0,5.0,0.0,0.0,0.0
6272,46.0,36.0,28.0,22.0,25.0,6.0,1.0,0.0,0.0,0.0
6273,17.0,5.0,49.0,2.0,50.0,2.0,6.0,0.0,0.0,0.0
6274,3.0,49.0,26.0,12.0,39.0,3.0,6.0,0.0,0.0,0.0
6275,18.0,21.0,36.0,39.0,15.0,1.0,10.0,0.0,0.0,0.0
6276,23.0,12.0,4.0,41.0,49.0,7.0,5.0,0.0,0.0,0.0
6277,15.0,42.0,1.0,49.0,12.0,5.0,4.0,0.0,0.0,0.0
6278,3.0,6.0,24.0,33.0,38.0,9.0,1.0,0.0,0.0,0.0
6279,36.0,24.0,10.0,11.0,12.0,7.0,2.0,0.0,0.0,0.0
6280,29.0,33.0,16.0,26.0,47.0,11.0,1.0,0.0,0.0,0.0
6281,2.0,35.0,21.0,46.0,12.0,3.0,10.0,0.0,0.0,0.0
6282,48.0,1.0,6.0,43.0,30.0,5.0,2.0,0.0,0.0,0.0
6283,26.0,7.0,38.0,19.0,22.0,11.0,8.0,0.0,0.0,0.0
6284,36.0,30.0,14.0,20.0,49.0,12.0,3.0,0.0,0.0,0.0
6285,27.0,19.0,5.0,39.0,38.0,9.0,5.0,0.0,0.0,0.0
6286,10.0,44.0,46.0,9.0,42.0,9.0,11.0,0.0,0.0,0.0
6287,27.0,19.0,6.0,3.0,22.0,3.0,6.0,0.0,0.0,0.0
6288,40.0,35.0,24.0,3.0,25.0,10.0,6.0,0.0,0.0,0.0
6289,24.0,14.0,21.0,13.0,19.0,8.0,10.0,0.0,0.0,0.0
6290,17.0,28.0,9.0,18.0,26.0,9.0,5.0,0.0,0.0,0.0
6291,41.0,38.0,4.0,21.0,36.0,12.0,10.0,0.0,0.0,0.0
6292,50.0,24.0,39.0,7.0,41.0,8.0,11.0,0.0,0.0,0.0
6293,48.0,36.0,23.0,39.0,13.0,5.0,6.0,0.0,0.0,0.0
6294,42.0,32.0,17.0,46.0,3.0,8.0,2.0,0.0,0.0,0.0
6295,17.0,7.0,3.0,28.0,34.0,12.0,3.0,0.0,0.0,0.0
6296,28.0,45.0,34.0,33.0,5.0,7.0,6.0,0.0,0.0,0.0
6297,1.0,15.0,22.0,6.0,14.0,2.0,6.0,0.0,0.0,0.0
6298,32.0,35.0,44.0,33.0,36.0,10.0,1.0,0.0,0.0,0.0
6299,20.0,47.0,3.0,41.0,30.0,12.0,10.0,0.0,0.0,0.0
6300,36.0,33.0,46.0,43.0,4.0,11.0,5.0,0.0,0.0,0.0
6301,43.0,27.0,1.0,29.0,25.0,5.0,11.0,0.0,0.0,0.0
6302,43.0,11.0,12.0,50.0,20.0,4.0,1.0,0.0,0.0,0.0
6303,48.0,38.0,17.0,23.0,16.0,8.0,12.0,0.0,0.0,0.0
6304,33.0,18.0,30.0,2.0,23.0,5.0,3.0,0.0,0.0,0.0
6305,30.0,12.0,36.0,28.0,43.0,6.0,1.0,0.0,0.0,0.0
6306,14.0,2.0,34.0,49.0,13.0,5.0,3.0,0.0,0.0,0.0
6307,8.0,1.0,6.0,42.0,15.0,10.0,1.0,0.0,0.0,0.0
6308,1.0,32.0,39.0,46.0,31.0,3.0,1.0,0.0,0.0,0.0
6309,40.0,31.0,17.0,42.0,43.0,9.0,10.0,0.0,0.0,0.0
6310,13.0,39.0,16.0,17.0,18.0,1.0,3.0,0.0,0.0,0.0
6311,43.0,14.0,24.0,31.0,10.0,8.0,12.0,0.0,0.0,0.0
6312,37.0,10.0,16.0,40.0,23.0,7.0,6.0,0.0,0.0,0.0
6313,13.0,7.0,46.0,33.0,35.0,12.0,10.0,0.0,0.0,0.0
6314,33.0,42.0,39.0,25.0,43.0,9.0,8.0,0.0,0.0,0.0
6315,26.0,28.0,31.0,4.0,46.0,8.0,2.0,0.0,0.0,0.0
6316,49.0,21.0,15.0,18.0,47.0,7.0,3.0,0.0,0.0,0.0
6317,42.0,23.0,9.0,4.0,3.0,5.0,11.0,0.0,0.0,0.0
6318,2.0,26.0,13.0,16.0,37.0,5.0,3.0,0.0,0.0,0.0
6319,36.0,4.0,20.0,21.0,39.0,5.0,12.0,0.0,0.0,0.0
6320,27.0,10.0,33.0,46.0,47.0,4.0,7.0,0.0,0.0,0.0
6321,25.0,48.0,30.0,17.0,42.0,3.0,1.0,0.0,0.0,0.0
6322,27.0,32.0,40.0,37.0,42.0,11.0,7.0,0.0,0.0,0.0
6323,45.0,18.0,3.0,49.0,21.0,2.0,11.0,0.0,0.0,0.0
6324,43.0,44.0,17.0,21.0,16.0,8.0,4.0,0.0,0.0,0.0
6325,9.0,36.0,40.0,38.0,18.0,11.0,3.0,0.0,0.0,0.0
6326,47.0,1.0,28.0,37.0,45.0,4.0,6.0,0.0,0.0,0.0
6327,10.0,19.0,45.0,35.0,42.0,10.0,7.0,0.0,0.0,0.0
6328,26.0,42.0,7.0,1.0,21.0,8.0,9.0,0.0,0.0,0.0
6329,15.0,40.0,25.0,38.0,14.0,11.0,7.0,0.0,0.0,0.0
